1.9191 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.4406 	EXP 	Created img1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.4459 	EXP 	Created img2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.4500 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome.\nIdk IDK', units='height', win=Window(...), wrapWidth=1)
9.4730 	EXP 	Created img1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.4782 	EXP 	Created img2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.4827 	EXP 	Instruct: autoDraw = True
12.2397 	EXP 	Imported changeDetectionTrials.xlsx as conditions, 6 conditions, 4 params
12.2402 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
12.2405 	EXP 	New trial (rep=0, index=0): {'Img1': 'Images\\2_1.jpg', 'Img2': 'Images\\2_2.jpg', 'corrAns': 'right', 'Equal': 'no'}
12.3800 	DATA 	Keypress: right
12.3823 	EXP 	Instruct: autoDraw = False
12.3823 	EXP 	img1: image = 'Images\\2_1.jpg'
12.3823 	EXP 	img2: image = 'Images\\2_2.jpg'
12.3823 	EXP 	text: autoDraw = True
12.3823 	EXP 	text: autoDraw = False
12.3823 	EXP 	img1: autoDraw = True
17.3842 	EXP 	img1: autoDraw = False
17.7352 	EXP 	img2: autoDraw = True
21.0124 	EXP 	New trial (rep=0, index=1): {'Img1': 'Images\\3_1.jpg', 'Img2': 'Images\\3_2.jpg', 'corrAns': 'right', 'Equal': 'no'}
21.0563 	DATA 	Keypress: right
21.0584 	EXP 	text: autoDraw = False
21.0584 	EXP 	img1: autoDraw = False
21.0584 	EXP 	img2: autoDraw = False
21.0584 	EXP 	img1: image = 'Images\\3_1.jpg'
21.0584 	EXP 	img2: image = 'Images\\3_2.jpg'
21.0584 	EXP 	text: autoDraw = True
21.0584 	EXP 	text: autoDraw = False
21.0584 	EXP 	img1: autoDraw = True
26.0618 	EXP 	img1: autoDraw = False
26.5121 	EXP 	img2: autoDraw = True
29.0247 	DATA 	Keypress: right
29.0301 	EXP 	New trial (rep=0, index=2): {'Img1': 'Images\\3_2.jpg', 'Img2': 'Images\\3_2.jpg', 'corrAns': 'left', 'Equal': 'yes'}
29.0677 	EXP 	text: autoDraw = False
29.0677 	EXP 	img1: autoDraw = False
29.0677 	EXP 	img2: autoDraw = False
29.0677 	EXP 	img1: image = 'Images\\3_2.jpg'
29.0677 	EXP 	img2: image = 'Images\\3_2.jpg'
29.0677 	EXP 	text: autoDraw = True
29.0677 	EXP 	text: autoDraw = False
29.0677 	EXP 	img1: autoDraw = True
31.2451 	DATA 	Keypress: right
34.0674 	EXP 	img1: autoDraw = False
34.5307 	EXP 	img2: autoDraw = True
38.5996 	EXP 	New trial (rep=0, index=3): {'Img1': 'Images\\2_1.jpg', 'Img2': 'Images\\2_1.jpg', 'corrAns': 'left', 'Equal': 'yes'}
38.6886 	DATA 	Keypress: right
38.6915 	EXP 	text: autoDraw = False
38.6915 	EXP 	img1: autoDraw = False
38.6915 	EXP 	img2: autoDraw = False
38.6915 	EXP 	img1: image = 'Images\\2_1.jpg'
38.6915 	EXP 	img2: image = 'Images\\2_1.jpg'
38.6915 	EXP 	text: autoDraw = True
38.6915 	EXP 	text: autoDraw = False
38.6915 	EXP 	img1: autoDraw = True
43.6931 	EXP 	img1: autoDraw = False
44.0996 	EXP 	img2: autoDraw = True
45.8314 	DATA 	Keypress: left
45.8380 	EXP 	New trial (rep=0, index=4): {'Img1': 'Images\\1_1.jpg', 'Img2': 'Images\\1_2.jpg', 'corrAns': 'right', 'Equal': 'no'}
45.9390 	EXP 	text: autoDraw = False
45.9390 	EXP 	img1: autoDraw = False
45.9390 	EXP 	img2: autoDraw = False
45.9390 	EXP 	img1: image = 'Images\\1_1.jpg'
45.9390 	EXP 	img2: image = 'Images\\1_2.jpg'
45.9390 	EXP 	text: autoDraw = True
45.9390 	EXP 	text: autoDraw = False
45.9390 	EXP 	img1: autoDraw = True
50.9429 	EXP 	img1: autoDraw = False
51.3407 	EXP 	img2: autoDraw = True
54.4857 	EXP 	New trial (rep=0, index=5): {'Img1': 'Images\\1_1.jpg', 'Img2': 'Images\\1_1.jpg', 'corrAns': 'left', 'Equal': 'yes'}
54.5451 	DATA 	Keypress: right
54.5470 	EXP 	text: autoDraw = False
54.5470 	EXP 	img1: autoDraw = False
54.5470 	EXP 	img2: autoDraw = False
54.5470 	EXP 	img1: image = 'Images\\1_1.jpg'
54.5470 	EXP 	img2: image = 'Images\\1_1.jpg'
54.5470 	EXP 	text: autoDraw = True
54.5470 	EXP 	text: autoDraw = False
54.5470 	EXP 	img1: autoDraw = True
59.5518 	EXP 	img1: autoDraw = False
59.9892 	EXP 	img2: autoDraw = True
61.8727 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
61.8729 	EXP 	New trial (rep=0, index=0): None
61.9016 	DATA 	Keypress: left
61.9032 	EXP 	text: autoDraw = False
61.9032 	EXP 	img1: autoDraw = False
61.9032 	EXP 	img2: autoDraw = False
61.9032 	EXP 	img1: image = 'Images\\1_1.jpg'
61.9032 	EXP 	img2: image = 'Images\\1_1.jpg'
61.9032 	EXP 	text: autoDraw = True
61.9032 	EXP 	text: autoDraw = False
61.9032 	EXP 	img1: autoDraw = True
66.9043 	EXP 	img1: autoDraw = False
67.3734 	EXP 	img2: autoDraw = True
69.5049 	DATA 	Keypress: left
69.5063 	EXP 	text: autoDraw = False
69.5063 	EXP 	img1: autoDraw = False
69.5063 	EXP 	img2: autoDraw = False
69.6345 	EXP 	window1: mouseVisible = True
